"V1","V2"
1,0
8,0
9,0
16,0
22,0
27,0
29,0
32,0
33,0
34,0
36,0
41,0
42,0
43,0
44,0
45,0
46,0
50,0
51,0
62,0
63,0
65,0
67,0
80,0
81,0
11,1
12,1
13,1
14,1
15,1
19,1
20,1
21,1
23,1
24,1
25,1
26,1
28,1
30,1
31,1
35,1
37,1
38,1
39,1
40,1
47,1
48,1
49,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
64,1
66,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
18,3
5,4
6,4
17,4
10,6
3,7
7,9
4,11
2,15
