"V1","V2"
7,0
8,0
12,0
14,0
15,0
21,0
25,0
26,0
31,0
32,0
37,0
38,0
58,0
63,0
65,0
69,0
71,0
72,0
75,0
79,0
10,1
11,1
13,1
18,1
19,1
20,1
22,1
23,1
24,1
27,1
28,1
29,1
30,1
33,1
34,1
35,1
36,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
59,1
60,1
61,1
62,1
64,1
66,1
67,1
68,1
70,1
73,1
74,1
76,1
77,1
78,1
80,1
81,1
2,5
3,6
5,6
6,6
16,6
17,6
4,9
9,9
1,15
