"V1","V2"
4,0
5,0
6,0
7,0
11,0
12,0
13,0
14,0
15,0
17,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
29,0
32,0
35,0
41,0
43,0
50,0
52,0
55,0
58,0
60,0
67,0
69,0
70,0
71,0
76,0
78,0
81,0
10,1
18,1
30,1
33,1
34,1
36,1
37,1
38,1
39,1
40,1
42,1
44,1
45,1
46,1
47,1
48,1
49,1
51,1
53,1
54,1
57,1
61,1
62,1
63,1
64,1
65,1
66,1
68,1
72,1
73,1
74,1
75,1
77,1
79,1
80,1
56,2
28,3
59,3
16,4
31,5
2,6
9,6
3,7
8,7
1,10
