"V1","V2"
1,0
2,0
3,0
7,0
8,0
9,0
14,0
15,0
23,0
24,0
30,0
33,0
39,0
40,0
43,0
45,0
52,0
54,0
56,0
59,0
65,0
66,0
68,0
70,0
76,0
77,0
78,0
80,0
13,1
19,1
20,1
21,1
22,1
25,1
26,1
27,1
28,1
29,1
31,1
32,1
34,1
35,1
36,1
37,1
38,1
41,1
42,1
44,1
46,1
47,1
48,1
49,1
50,1
51,1
53,1
55,1
57,1
58,1
60,1
61,1
62,1
63,1
64,1
67,1
69,1
71,1
72,1
73,1
74,1
75,1
79,1
81,1
5,4
12,4
6,5
11,5
18,5
17,6
16,7
4,8
10,14
