"V1","V2"
4,0
5,0
6,0
17,0
18,0
22,0
23,0
24,0
31,0
33,0
35,0
38,0
39,0
47,0
48,0
51,0
61,0
63,0
64,0
67,0
71,0
73,0
11,1
12,1
16,1
19,1
20,1
21,1
25,1
26,1
27,1
28,1
29,1
30,1
32,1
34,1
36,1
37,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
49,1
50,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
62,1
65,1
66,1
68,1
69,1
70,1
72,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
10,4
2,5
3,5
8,5
13,5
15,5
9,6
14,7
7,10
1,15
