"V1","V2"
4,0
5,0
20,0
21,0
32,0
33,0
36,0
41,0
42,0
46,0
54,0
55,0
56,0
58,0
62,0
63,0
71,0
74,0
79,0
80,0
10,1
11,1
12,1
15,1
16,1
17,1
18,1
19,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
34,1
35,1
37,1
38,1
39,1
40,1
43,1
44,1
45,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
57,1
59,1
60,1
61,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
72,1
73,1
75,1
76,1
77,1
78,1
81,1
8,4
9,4
2,5
14,5
13,6
3,7
6,11
7,12
1,14
